Feature 1,Feature 2,R²,Adjustiertes R²,AIC,BIC,P-Wert (Feature 1),P-Wert (Feature 2)
Broetchen,Konditorei,0.425712173739921,0.4242333209684358,16883.146361909345,16903.40197775523,4.48238853423765e-131,0.05372929655773891
Broetchen,Konditorei,0.42561802561288076,0.4241389303998667,16883.33799080164,16903.593606647526,3.7587824952017333e-131,0.05283660974727174
Broetchen,Konditorei,0.4256011070730994,0.42412196829303017,16883.372423431167,16903.628039277053,4.226060072009311e-131,0.06748717860771154
Broetchen,Temp_Warm,0.42558696861038503,0.42410779342225724,16883.4011972671,16903.656813112986,1.4337468894319412e-130,0.06867366848198511
Broetchen,Croissant,0.425585364659283,0.424106185340809,16883.404461497048,16903.660077342935,4.145687742058595e-24,0.05037593374339838
Broetchen,Konditorei,0.42556940632955,0.4240901859166647,16883.436938086565,16903.69255393245,2.925650327747448e-130,0.06314045745985095
Broetchen,Konditorei,0.4255687870876669,0.4240895650801674,16883.43819827949,16903.693814125378,7.444015803790827e-133,0.05139682398202732
Broetchen,Croissant,0.42555862112038434,0.4240793729344283,16883.45888641469,16903.714502260576,4.7715825158555274e-24,0.05091792436022088
Broetchen,Konditorei,0.4255265121167545,0.42404718124666896,16883.52422707019,16903.779842916076,2.4100287623103715e-133,0.05293778614829316
Broetchen,Konditorei,0.4255246488281692,0.42404531315991556,16883.52801868263,16903.783634528518,3.5081041559778965e-132,0.058680474782166765
Broetchen,Konditorei,0.4249757969359048,0.42398947754814487,16882.644344319207,16897.836056203625,1.436797445917283e-133,0.04994947034214942
Broetchen,Croissant,0.42546568839223875,0.4239862008945364,16883.647991128288,16903.903606974174,2.8140695355702762e-24,0.06306909420486602
Broetchen,Konditorei,0.4254055111681424,0.42392586870763116,16883.770426794345,16904.02604264023,1.2188201179360307e-133,0.047052980355405775
Broetchen,Croissant,0.42487131215553064,0.4238848135485933,16882.85673818364,16898.048450068058,4.9340185431217454e-24,0.05669923109575922
Broetchen,Konditorei,0.42529690359068684,0.4238169814540105,16883.991365670496,16904.246981516382,2.183195205299952e-132,0.04789802606279363
Broetchen,Croissant,0.42519013965051533,0.42370994258523775,16884.208513368892,16904.46412921478,5.743406073405677e-24,0.07085112555728328
Broetchen,Konditorei,0.4251886163763732,0.42370841538850124,16884.211611271756,16904.467227117642,2.069845542041718e-126,0.04439013281238671
Broetchen,Konditorei,0.42515919545087755,0.42367891870096563,16884.2714433884,16904.527059234286,5.222794874539923e-133,0.04819729844235534
Broetchen,Croissant,0.42514650288155587,0.42366619344691614,16884.297254794994,16904.55287064088,6.207968380801161e-24,0.05747289996881804
Broetchen,Croissant,0.42512285575985687,0.42364248543134153,16884.345341684697,16904.600957530583,4.1044120487769856e-24,0.06636188427008499
Broetchen,Konditorei,0.4250615524199147,0.42358102422872135,16884.4699940289,16904.725609874786,5.846570986670211e-133,0.04692340375657554
Broetchen,Konditorei,0.4250562722599729,0.4235757304718012,16884.48072992359,16904.736345769477,4.306309339696201e-133,0.04982867843263578
Broetchen,Konditorei,0.42504634792696894,0.4235657805825749,16884.5009083247,16904.756524170585,2.453851552532411e-133,0.048889084879312504
Broetchen,Croissant,0.42504566241545816,0.4235650933057984,16884.502302110923,16904.75791795681,1.5622163670491834e-23,0.05031682371576566
Broetchen,Konditorei,0.4250454369107357,0.4235648672203771,16884.50276060815,16904.758376454036,2.1333401704955837e-133,0.05033053641701979
Broetchen,Temp_Warm,0.4250331228857597,0.4235525214854655,16884.52779726664,16904.783413112527,4.5351247681843e-132,0.10833376531972282
Broetchen,Konditorei,0.4250243891708595,0.42354376528031235,16884.545554176795,16904.80117002268,1.7530838619813454e-132,0.05075283803832967
Broetchen,Temp_Mild,0.4250223828788736,0.4235417538219094,16884.549633221533,16904.80524906742,1.310279375098295e-136,0.1406872859141998
Broetchen,Konditorei,0.4249980886950331,0.4235173970779388,16884.5990252328,16904.854641078688,1.377650978187494e-131,0.04872861348481113
Broetchen,Konditorei,0.42499406900509296,0.4235133670368657,16884.60719738149,16904.862813227377,2.5912484303304857e-132,0.05103336707031384
Broetchen,Konditorei,0.4249929378096088,0.4235122329284319,16884.609497125108,16904.865112970994,5.949856435321648e-132,0.05125946047912777
Broetchen,Konditorei,0.42498837939301437,0.42350766277342555,16884.618764433682,16904.87438027957,9.163106746216803e-133,0.049296715249163105
Broetchen,Konditorei,0.4249876594839944,0.42350694101056263,16884.620228009524,16904.87584385541,4.555000582973285e-133,0.05005762023626519
Broetchen,Konditorei,0.4249855827137877,0.4235048588924498,16884.62445007541,16904.880065921298,2.2590716449942067e-133,0.049670481136027685
Broetchen,Konditorei,0.42498306741878944,0.42350233712029706,16884.6295636401,16904.885179485987,7.709548160023716e-132,0.04972618317426282
Broetchen,Croissant,0.4249800176254781,0.4234992794734407,16884.63576380348,16904.891379649365,7.595254185360657e-24,0.05464854539695531
Broetchen,Konditorei,0.4249764820899019,0.42349573483348113,16884.642951429145,16904.89856727503,1.5228264775461854e-131,0.05032246702670666
Broetchen,Croissant,0.42496703793876156,0.4234862663626382,16884.662150856086,16904.917766701972,4.683709416294365e-24,0.060856431664915035
Broetchen,Croissant,0.4249633568819037,0.42348257582666393,16884.66963415179,16904.925249997676,5.0041383605551654e-24,0.05464751936911387
Broetchen,Temp_Warm,0.42495449967543397,0.4234736958119373,16884.6876399515,16904.943255797385,6.057209835154052e-131,0.09509673872290197
Broetchen,Croissant,0.4249490528644311,0.42346823497481156,16884.69871262645,16904.954328472337,7.378378141923126e-24,0.059315045809355
Broetchen,Croissant,0.4249371167050161,0.42345626807850545,16884.72297695575,16904.978592801635,1.0852339147704229e-23,0.05467913471226029
Broetchen,Croissant,0.4249366679010774,0.42345581811884847,16884.72388929354,16904.979505139425,5.010095706776655e-24,0.05487686731104618
Broetchen,Croissant,0.42490989318434724,0.4234289744543499,16884.77831619486,16905.033932040747,4.9666970702335634e-24,0.0563731498940429
Broetchen,Croissant,0.4249074592017966,0.423426534204033,16884.783263801415,16905.0388796473,2.062086235461787e-23,0.05470978477398295
Broetchen,Croissant,0.4249037842245782,0.423422849763354,16884.790733963757,16905.046349809643,4.989356325478405e-24,0.058112595025935465
Broetchen,Croissant,0.42490318629250734,0.4234222502915439,16884.791949381644,16905.04756522753,5.022812934088405e-19,0.05987036174663391
Broetchen,Temp_Warm,0.4249011602348691,0.4234202190165899,16884.796067744242,16905.05168359013,7.560132877271682e-133,0.08739033488900533
Broetchen,Croissant,0.42488910906194877,0.4234081368106062,16884.82056383529,16905.076179681175,2.757223608288434e-23,0.05560027043868523
Broetchen,Croissant,0.4248854193654954,0.42340443761278856,16884.828063678167,16905.083679524054,6.232702928774749e-24,0.0560787036898567
Broetchen,Temp_Warm,0.4248788165665399,0.42339781781091734,16884.841484704048,16905.097100549934,9.90254566589136e-132,0.1518297026942787
Broetchen,Croissant,0.4248776040123633,0.42339660213428354,16884.84394935737,16905.099565203258,5.1748035719993704e-24,0.05720335010624998
Broetchen,Croissant,0.4248738440347738,0.42339283247434834,16884.85159190349,16905.107207749377,7.106530586164167e-24,0.05663478216428275
Broetchen,Croissant,0.4248738186209613,0.4233928069950925,16884.85164355954,16905.107259405428,5.268778746538024e-24,0.056765816256757834
Broetchen,Temp_Warm,0.4243787785990969,0.4233914351661623,16883.857427834806,16899.049139719224,8.491089342726416e-133,0.10461750563482461
Broetchen,Temp_Warm,0.42486137980432104,0.42338033614716475,16884.876926392906,16905.132542238793,6.68071857256448e-132,0.1575914996767049
Broetchen,Temp_Warm,0.4247216627301613,0.42324025928654807,16885.160874329238,16905.416490175125,7.767444608875689e-133,0.14581115383898782
Broetchen,Temp_Warm,0.4247139099984081,0.4232324865906787,16885.17662823785,16905.432244083735,9.750127641556838e-133,0.15085773746829984
Broetchen,Temp_Warm,0.42467720342332516,0.4231956854922264,16885.251214809858,16905.506830655744,7.206749905574837e-132,0.10299390907291955
Broetchen,Temp_Hot,0.42461837524027835,0.4231367058202963,16885.370741848717,16905.626357694604,7.318984137048468e-139,0.18730853150594942
Broetchen,Temp_Mild,0.42460406982395493,0.42312236356599087,16885.39980573098,16905.655421576867,1.6031621029738779e-136,0.22435121648176776
Broetchen,Temp_Warm,0.4245881035569059,0.4231063561840911,16885.43224306022,16905.687858906105,1.463892357021195e-132,0.09745163737039343
Broetchen,Cloud_Cloudy,0.42456534936642676,0.42308354339913,16885.478469290363,16905.73408513625,5.623985834493572e-138,0.2015166221946858
Broetchen,Temp_Warm,0.4245653138054202,0.42308350774655,16885.478541532826,16905.734157378713,3.989366438507855e-115,0.0909757395686345
Broetchen,Weather_Unknown,0.42456035574570306,0.4230785369192972,16885.48861382596,16905.744229671847,7.879573338498658e-138,0.20291854282233543
Broetchen,Temp_Hot,0.42452850084055205,0.42304659998434746,16885.553324962602,16905.80894080849,8.393424438410598e-138,0.16546519035999954
Broetchen,Temp_Hot,0.42452175797997715,0.4230398397601831,16885.567022179308,16905.822638025194,6.548668999029392e-138,0.25244046969556677
Broetchen,Temp_Mild,0.4245090442533487,0.4230270932943444,16885.592847972835,16905.848463818722,1.218979685657809e-136,0.25324736420428673
Broetchen,Temp_Mild,0.42446348620504926,0.4229814179291824,16885.685386786892,16905.94100263278,3.591085065462105e-138,0.21214082659429837
Broetchen,Temp_Hot,0.42446313277146386,0.4229810635854676,16885.686104662695,16905.94172050858,6.713764678593677e-138,0.27085685797045955
Broetchen,Temp_Warm,0.4244444340068839,0.42296231666956263,16885.724083985926,16905.979699831812,1.1545666320969185e-132,0.10285610581724361
Broetchen,Temp_Hot,0.42394972535454367,0.4229616459812239,16884.728445773184,16899.9201576576,7.404891386859576e-140,0.18396579757354783
Broetchen,Temp_Warm,0.42444186672315887,0.4229597427748065,16885.729298335606,16905.984914181492,2.9304578504880852e-126,0.11171331955198166
Broetchen,Temp_Warm,0.42443889922545175,0.4229567676354744,16885.735325521524,16905.99094136741,1.5414823713181786e-131,0.10112747509473048
Broetchen,Cloud_Clear,0.4244382081464505,0.4229560747768706,16885.736729144643,16905.99234499053,1.1733265973631825e-139,0.2411116326536775
Broetchen,Temp_Warm,0.4244364472710508,0.4229543093670277,16885.74030558113,16905.995921427017,3.15751866096629e-132,0.10737160956126053
Broetchen,Temp_Mild,0.4244313316299311,0.42294918055258324,16885.750695672486,16906.006311518373,8.410469101496964e-139,0.21641535933846287
Broetchen,Temp_Warm,0.42442733868577553,0.4229451773261681,16885.758805452922,16906.01442129881,5.298655014065859e-132,0.106337193820147
Broetchen,Temp_Warm,0.42441836919470755,0.42293618473769823,16885.77702253317,16906.032638379056,1.738040096214834e-131,0.10408191376955825
Broetchen,Temp_Warm,0.42441448580491126,0.42293229134775656,16885.78490962879,16906.040525474677,1.30538705189788e-131,0.10493523769310074
Broetchen,Temp_Warm,0.4244090799883351,0.4229268716106227,16885.79588865753,16906.051504503415,2.219653798442435e-132,0.11083588642261896
Broetchen,Temp_Warm,0.424386410824373,0.4229041440711311,16885.841927832083,16906.09754367797,3.0028107958451064e-132,0.1053563127366399
Broetchen,Temp_Warm,0.4243853896226304,0.42290312023968435,16885.844001764668,16906.099617610555,1.2502762737268935e-129,0.10390928282220083
Broetchen,Temp_Very_Cold,0.42438486202460146,0.422902591283034,16885.845073248613,16906.1006890945,1.4315732573671456e-131,0.9116662653340663
Broetchen,Temp_Warm,0.4243823826547626,0.42290010552855173,16885.85010851768,16906.105724363566,3.158222758457989e-131,0.10429435982575867
Broetchen,Temp_Hot,0.42438220228078616,0.42289992469009297,16885.850474832296,16906.106090678182,6.377248658141582e-140,0.1713089370308602
Broetchen,Temp_Hot,0.4243813575680975,0.4228990778021784,16885.852190325477,16906.107806171363,8.760263806346465e-140,0.23227440058558307
Broetchen,Weather_Unknown,0.42438007268513034,0.42289778961049984,16885.854799738034,16906.11041558392,5.74101167604932e-137,0.20264038910705606
Broetchen,Temp_Warm,0.42437958427067646,0.42289729993832625,16885.855791636033,16906.11140748192,5.017901054420165e-130,0.10535768367173795
Broetchen,Temp_Warm,0.4243790591651194,0.4228967734805661,16885.856858047333,16906.11247389322,1.5849485241490232e-132,0.10520021378051347
Broetchen,Temp_Mild,0.4243757905332518,0.42289349643162066,16885.86349613072,16906.119111976608,3.533200816548894e-138,0.26397235231731875
Broetchen,Cloud_Cloudy,0.42436831647291684,0.4228860031247784,16885.878674644176,16906.134290490063,3.601846807197095e-137,0.20597995736218308
Broetchen,Cloud_Cloudy,0.42387413683390684,0.42288592780617773,16884.88183027378,16900.0735421582,5.5397415588534484e-139,0.20415942577835466
Broetchen,Weather_Light_Issues,0.42435797769712746,0.42287563772553216,16885.899670570405,16906.15528641629,2.6975550790896107e-140,0.2709821344809117
Broetchen,Weather_Unknown,0.42386360890150054,0.4228753818155684,16884.9031919958,16900.094903880217,7.627353610174634e-139,0.20717346955166596
Broetchen,Temp_Hot,0.424317880822066,0.42283543759671516,16885.981095505882,16906.23671135177,1.8854390741216387e-139,0.2612377888286702
Broetchen,KielerWoche,0.4243173910222332,0.42283494653559517,16885.98209010992,16906.237705955806,1.9411701536364318e-138,0.22121975931063112
Broetchen,Temp_Mild,0.4242614695900938,0.4227788810997679,16886.095640490377,16906.351256336264,3.3515337320279053e-137,0.23953510186270924
Broetchen,Temp_Mild,0.4237658373581181,0.4227774425679949,16885.10155689521,16900.293268779627,5.0414218445031165e-139,0.23784893936307774
Broetchen,KielerWoche,0.4237586579011283,0.4227702507963276,16885.116121691055,16900.307833575473,1.8081123879201436e-140,0.24030961555363956
Broetchen,Cloud_Cloudy,0.42421639367764885,0.4227336891120119,16886.18716064443,16906.442776490316,9.385322431055117e-138,0.3983586940833276
Broetchen,Weather_Unknown,0.4242062814194253,0.42272355081363844,16886.207691145697,16906.463306991584,7.0891897438194e-139,0.2182850206525603
Broetchen,Temp_Hot,0.42420484497290645,0.4227221106681157,16886.21060747464,16906.466223320527,1.1727678980525754e-138,0.19191428395114782
Broetchen,Cloud_Cloudy,0.424204383165251,0.422721647671256,16886.21154505275,16906.467160898635,4.579436369472263e-138,0.19203619484093978
Broetchen,Cloud_Clear,0.42369356865244157,0.4227050499022743,16885.248158442242,16900.43987032666,8.834564970399443e-141,0.2641003200488538
Broetchen,KielerWoche,0.4241791486826123,0.4226963482071169,16886.26277584186,16906.518391687747,1.5701972806100865e-140,0.2268128166738977
Broetchen,Wind_Moderate,0.42417298770084555,0.42269017136016107,16886.27528346318,16906.530899309066,7.390410238057594e-138,0.4290138988863398
Broetchen,Weather_Light_Issues,0.4236756111819352,0.42268706162993175,16885.284583432196,16900.476295316614,2.2803353562731322e-141,0.27116990454979817
Broetchen,Weather_Light_Issues,0.42415925701653134,0.42267640531786144,16886.303158116945,16906.55877396283,1.975279451883197e-139,0.2780474105396461
Broetchen,Cloud_Cloudy,0.42415423133763597,0.42267136669730376,16886.313360578413,16906.5689764243,5.7394742334836536e-139,0.23499872215189035
Broetchen,Temp_Hot,0.42414322399861537,0.4226603310132041,16886.335705895566,16906.591321741453,1.7633755736038138e-139,0.17415880994832308
Broetchen,Cloud_Clear,0.4241428984499659,0.4226600046262319,16886.336366765212,16906.5919826111,5.914775099206146e-139,0.28490802945870625
Broetchen,Wind_Strong,0.42411781802008997,0.422634859611558,16886.38727936835,16906.642895214238,1.2307260107939246e-138,0.47344393787166106
Broetchen,Cloud_Clear,0.42410404928562306,0.4226210554211225,16886.415228589012,16906.6708444349,1.002256265825659e-138,0.4856788815061087
Broetchen,Temp_Hot,0.42407779951758706,0.42259473805711734,16886.468511268762,16906.72412711465,6.091191647496798e-122,0.17137619725156605
Broetchen,Temp_Mild,0.4240750400669381,0.4225919715005869,16886.474112355296,16906.729728201182,4.908675333688704e-138,0.23007945616879028
Broetchen,Feiertag,0.4235771344370518,0.4225884159712492,16885.484313797395,16900.676025681812,1.4026028272672292e-139,0.314499027926536
Broetchen,Cloud_Cloudy,0.4240466044127188,0.4225634626215069,16886.531829005024,16906.78744485091,1.434371112570748e-138,0.19876740381818322
Broetchen,Wind_Moderate,0.42404500075108564,0.422561854830273,16886.53508391741,16906.790699763296,2.2834208027433922e-139,0.44678261000283614
Broetchen,Cloud_Clear,0.4240373991637463,0.4225542336680306,16886.550512548067,16906.806128393953,8.094131177692784e-140,0.24279985572170704
