Feature 1,Feature 2,R²,Adjustiertes R²,AIC,BIC,P-Wert (Feature 1),P-Wert (Feature 2)
Temp_Warm,Montag,0.04150507745444032,0.03903685018608272,17481.94738777602,17502.203003621908,1.448479073501934e-10,0.025177419100866256
Konditorei,Weather_Good,0.04149587002875421,0.03902761905028751,17481.95861728666,17502.214233132545,1.6217948693718209e-09,0.45248747604550366
Temp_Very_Cold,Temp_Warm,0.0414918367614725,0.039023575396909815,17481.96353628428,17502.219152130165,0.025412496322138135,2.0091542947863437e-10
Temp_Warm,Weather_Severe,0.04148488078389889,0.039016601506947635,17481.972019788736,17502.227635634623,5.725512652118631e-11,0.5856536289164543
Cloud_Cloudy,Mittwoch,0.04147586527951497,0.0390075627866725,17481.983014998776,17502.238630844662,0.0005691664184853793,0.0036338221503793957
Konditorei,Montag,0.041473410917255316,0.039005102104166745,17481.986008294098,17502.241624139984,2.829617162327027e-09,0.008748159089186419
Weather_Unknown,Dienstag,0.04147326261235318,0.03900495341736354,17481.9861891638,17502.241805009686,0.00033631653502795897,0.0064724209081882126
Temp_Warm,Weather_Unknown,0.04145340509466333,0.038985044764434984,17482.010406743575,17502.26602258946,1.0087325935730417e-08,0.029328652791706846
Temp_Warm,Donnerstag,0.0414438264625675,0.038975441466333804,17482.02208835095,17502.277704196837,3.225857985084741e-11,0.01907380575961213
Konditorei,Weather_Moderate,0.041431547812185054,0.038963131197109147,17482.037062591127,17502.292678437014,4.0689677120775136e-10,0.011538817086417437
Konditorei,Dienstag,0.041398072829057164,0.03892957001230801,17482.077885520273,17502.33350136616,1.8511912059232568e-09,0.0029671134551940885
Temp_Very_Cold,Temp_Warm,0.041390822194943055,0.038922300707033064,17482.086727521302,17502.34234336719,0.030670659132322448,1.7240837725098205e-10
Temp_Warm,Weather_Moderate,0.041386928381935584,0.03891839686703935,17482.09147591957,17502.347091765456,1.3477365225220502e-10,0.027357475086491032
Temp_Warm,Donnerstag,0.041355925774611335,0.038887314424674746,17482.129282061585,17502.384897907472,5.4478982669093365e-11,0.027961370319002046
Temp_Warm,Weather_Moderate,0.04134840783435456,0.038879777124915194,17482.138449632672,17502.39406547856,4.2850087655103963e-10,0.03158893641064377
Konditorei,Wind_Moderate,0.04133960355645239,0.03887095017505271,17482.14918570581,17502.404801551696,3.2636112095398794e-09,0.02359661838345261
Konditorei,Weather_Severe,0.04130887414605955,0.03884014163313099,17482.186656853206,17502.442272699092,1.6097902417662348e-09,0.5614199645955106
Temp_Warm,Weather_Moderate,0.04129045783234775,0.038821677895435336,17482.209112953373,17502.46472879926,8.045765388155844e-11,0.021222455829842737
Konditorei,Temp_Very_Cold,0.04128116181564556,0.03881235794049276,17482.220447972333,17502.47606381822,2.2903570258455384e-10,0.006941413344070153
Konditorei,KielerWoche,0.04125880611761945,0.03878994467414554,17482.24770675276,17502.503322598648,1.5390622373051113e-10,0.007047146083556544
Konditorei,Weather_Good,0.04124755101736577,0.03877866059080104,17482.261430096507,17502.517045942393,3.0112584593346117e-09,0.5174146374973896
Temp_Warm,Weather_Light_Issues,0.04124048202861308,0.0387715733986439,17482.27004923213,17502.525665078017,1.116802142272011e-10,0.9861554127596024
Temp_Warm,Wind_Light,0.04122324729704785,0.03875429428579569,17482.291063073182,17502.54667891907,1.1651722944063771e-10,0.19513439835439783
Temp_Warm,Cloud_Cloudy,0.04119828387539448,0.03872926658065301,17482.32149962677,17502.577115472657,5.45962866879195e-09,0.031253756867376886
Temp_Warm,Wind_Moderate,0.04118990739520423,0.03872086853012757,17482.331712439707,17502.587328285594,1.1720680804557354e-10,0.031439611694087294
Saisonbrot,Temp_Warm,0.041178287107360045,0.03870921831879537,17482.345880035853,17502.60149588174,0.26498992162855967,2.2908441116963142e-10
Konditorei,Mittwoch,0.04117238406607526,0.03870330007654588,17482.353077029755,17502.60869287564,3.3504437205945554e-09,0.0034486816337308767
Temp_Warm,Montag,0.040317952030790694,0.03867184217149544,17481.394334349516,17496.586046233933,1.4969792466575045e-10,0.017996147917610828
Konditorei,Cloud_Clear,0.04111936105758729,0.03865014052812188,17482.417720748923,17502.67333659481,2.475972476569816e-10,0.06777438816482162
Temp_Warm,Cloud_Cloudy,0.04111591160621386,0.038646682194041104,17482.421926070463,17502.67754191635,4.406782360134547e-09,0.037283946415531344
Konditorei,Dienstag,0.04108350659443183,0.03861419373587671,17482.461431177653,17502.71704702354,1.724553149797649e-09,0.0029571417609387807
Konditorei,Cloud_Partly_Cloudy,0.041079956179482124,0.03861063417822763,17482.465759424605,17502.721375270492,4.565455751671715e-09,0.028316647298308847
Temp_Warm,Weather_Unknown,0.04106100982208016,0.03859163903192242,17482.488856316933,17502.74447216282,3.197472318178218e-09,0.02491528187773559
Konditorei,Saisonbrot,0.0410400760700258,0.038570651373210474,17482.51437544724,17502.769991293128,3.5409657824446085e-10,0.17597309802092137
Temp_Warm,Wind_Moderate,0.04103758046317163,0.038568149339900826,17482.51741766052,17502.773033506408,4.013594104060871e-10,0.03940878633325227
Konditorei,Temp_Very_Cold,0.041027306451831724,0.03855784887187941,17482.529941879067,17502.785557724954,2.1611833199715025e-10,0.00836833653876659
Temp_Warm,Wind_Strong,0.04101836955275773,0.038548888959331395,17482.540836022778,17502.796451868664,2.462444357776517e-10,0.3564921069454471
Konditorei,Wind_Moderate,0.04101707149445144,0.03854758755838572,17482.54241835667,17502.798034202555,8.433181314807295e-10,0.018267419225095703
Saisonbrot,Temp_Very_Cold,0.041008182764096235,0.038538675938596056,17482.553253666996,17502.808869512883,0.2555072743310138,0.02414306639971731
Konditorei,Saisonbrot,0.041007106202335164,0.03853759660457301,17482.554565982668,17502.810181828554,4.1759945544994323e-10,0.17805282752212165
Temp_Very_Cold,Temp_Warm,0.04099664110853063,0.03852710456202901,17482.567322727777,17502.822938573663,0.019902252745584968,3.836184125891782e-10
Temp_Warm,KielerWoche,0.04099227281572004,0.038522725020395776,17482.572647550278,17502.828263396164,1.8163152655755472e-10,0.03617600691510552
Dienstag,Mittwoch,0.04098629397346898,0.038516730781984365,17482.57993554662,17502.835551392505,0.0007836404474897529,0.0004615339904299082
Temp_Warm,Weather_Unknown,0.04016033004452635,0.038513949821618265,17481.586319780716,17496.778031665133,4.853573488109386e-09,0.020077844588845945
Temp_Warm,Donnerstag,0.04015469677663985,0.03850830689117957,17481.593180583663,17496.78489246808,5.364859437214526e-11,0.02015668620808553
Temp_Warm,Wind_Strong,0.04097774720803182,0.038508162007709235,17482.59035367121,17502.845969517097,9.370582442092238e-11,0.3175606632309678
Konditorei,Mittwoch,0.04091523396442176,0.03844548778578938,17482.666551694667,17502.922167540553,3.270218383949392e-09,0.0033078161369472017
Temp_Warm,KielerWoche,0.040890051657904714,0.03842024063213112,17482.69724525888,17502.952861104768,1.0180321810171735e-10,0.02809582314269275
Konditorei,Weather_Moderate,0.040870405693302136,0.03840054407706173,17482.721190268992,17502.97680611488,1.8578151091206742e-10,0.009170833941930337
Temp_Warm,Weather_Good,0.040868724049219596,0.03839885810256527,17482.723239877534,17502.97885572342,1.1952783641388457e-10,0.4135711500875715
Konditorei,Wind_Light,0.04085489454392288,0.038384992984808575,17482.740095312805,17502.995711158692,1.467488077321498e-10,0.2049905194692128
Temp_Warm,Cloud_Cloudy,0.04083842705235852,0.03836848308768648,17482.760165615284,17503.01578146117,1.122373956720292e-08,0.04546397239813398
Temp_Warm,Weather_Good,0.0408273458801357,0.03835737338025624,17482.773670968152,17503.02928681404,9.991051208729575e-11,0.27378771229039994
Temp_Warm,Cloud_Cloudy,0.04081659915470126,0.03834659898085069,17482.78676855971,17503.042384405595,3.491288306448434e-09,0.029589245037232325
Saisonbrot,Temp_Warm,0.04081465256325045,0.038344647376718055,17482.789140955952,17503.04475680184,0.37286017110784764,1.0941112980394871e-08
Konditorei,Weather_Light_Issues,0.04080746791665579,0.03833744422888752,17482.797897157696,17503.053513003582,1.3626077579443333e-10,0.21330116984350284
Temp_Warm,Wind_Light,0.04079849228874033,0.03832844548776715,17482.808836004268,17503.064451850154,1.5198142974029676e-10,0.15511339648446673
Temp_Warm,Wind_Strong,0.04077926645339658,0.0383091701438345,17482.832266718357,17503.087882564243,2.449402908213067e-10,0.28580016726619645
Temp_Warm,Cloud_Clear,0.040771187615747606,0.038301070502311796,17482.8421123369,17503.097728182787,1.1760976317242757e-09,0.4582783384962952
Temp_Very_Cold,Temp_Warm,0.039942828444382905,0.038296075148404274,17481.851187523775,17497.042899408192,0.023366666053419385,2.0442897126013447e-10
Temp_Warm,KielerWoche,0.04076599411591875,0.03829586362866366,17482.848441572205,17503.10405741809,5.752171606626983e-10,0.04790234363021827
Temp_Warm,Cloud_Cloudy,0.0407556235325125,0.03828546633989238,17482.861079934057,17503.116695779943,4.847314436311603e-09,0.020227356734303134
Konditorei,Temp_Very_Cold,0.03992233439580084,0.03827554594708016,17481.87614154505,17497.067853429468,2.0704879035551391e-10,0.006329855523211022
Saisonbrot,Temp_Warm,0.04070812027128734,0.03823784075267267,17482.918969183953,17503.17458502984,0.3048328191946974,5.029452128181212e-10
Temp_Warm,Weather_Moderate,0.03984034385306712,0.03819341476876714,17481.97596977298,17497.167681657396,1.3652661758164298e-10,0.025104985966773106
Temp_Warm,Weather_Good,0.040653292770311045,0.038182872064998596,17482.985780462634,17503.24139630852,4.354540807560555e-11,0.43665312222260333
Temp_Warm,Cloud_Clear,0.04062371820987776,0.03815322134689891,17483.02181762,17503.277433465886,1.61118819049385e-09,0.3295973222987715
Konditorei,Wind_Moderate,0.040612111143018215,0.03814158439059678,17483.03596074542,17503.291576591306,5.229442430965754e-10,0.0203066877552348
Temp_Warm,Wind_Strong,0.04060052657126012,0.03812996998732343,17483.050076290114,17503.305692136,6.03743084363151e-09,0.4648550713156987
Konditorei,Temp_Very_Cold,0.04057671287364795,0.038106094966884885,17483.079092219134,17503.33470806502,2.2054993294636402e-10,0.005137960839251275
Temp_Warm,Weather_Severe,0.04057307859987758,0.038102451334469545,17483.083520356377,17503.339136202263,1.7381487740604152e-10,0.5779149584540062
Konditorei,Wind_Light,0.04055530708841604,0.038084634059459166,17483.10517359961,17503.360789445498,1.76436440605988e-10,0.26064766707608
Temp_Warm,Cloud_Cloudy,0.040530574511075446,0.0380598377930782,17483.135307707893,17503.39092355378,3.385235583418838e-09,0.015580012276641611
Konditorei,Montag,0.04051737685654666,0.03804660615317301,17483.151387378202,17503.40700322409,1.4367048409773592e-09,0.021691616670397436
Temp_Warm,Montag,0.04051640905461229,0.03804563585904486,17483.152566513567,17503.408182359453,1.347499884542396e-10,0.018767143501965542
Temp_Warm,Cloud_Clear,0.040503871716375706,0.03803306623581704,17483.16784145186,17503.423457297748,3.9291741100837113e-10,0.5150956454432685
Temp_Warm,Wind_Moderate,0.04050050299577823,0.03802968884040259,17483.171945717993,17503.42756156388,7.231316929848092e-11,0.03702405999371434
Temp_Very_Cold,Temp_Warm,0.04049390395907304,0.038023072810469793,17483.179985583993,17503.43560142988,0.02428045505816129,1.6323644296852003e-10
Temp_Warm,Weather_Light_Issues,0.04048611039857475,0.03801525918071702,17483.189480714103,17503.44509655999,1.3211436553813854e-09,0.37608454452534124
Konditorei,Wind_Moderate,0.04047536661650575,0.0380044877322564,17483.202570061803,17503.45818590769,6.907566539774924e-10,0.017339776940484882
Temp_Warm,Donnerstag,0.04039133196580014,0.03792023668330868,17483.30494596937,17503.560561815255,4.725964963735534e-11,0.020470818483031016
Cloud_Cloudy,Dienstag,0.04037474400672658,0.037903606008460655,17483.32515332806,17503.580769173946,0.0006875341465069512,0.007617247527610992
Temp_Warm,Weather_Severe,0.04037192147046542,0.03790077620386578,17483.328591691126,17503.584207537013,6.153264076595413e-11,0.6076777854303596
Konditorei,KielerWoche,0.03953081667126157,0.03788335666555198,17482.352760198308,17497.544472082725,1.3972997090966434e-10,0.008248435314446708
Konditorei,Weather_Moderate,0.040345922874718054,0.03787471065894488,17483.360262238722,17503.61587808461,1.44767193898221e-10,0.00701616142257574
Konditorei,Weather_Moderate,0.03951223438506424,0.037864742505793414,17482.375376730735,17497.567088615153,1.673802571500599e-10,0.008353036730184938
Saisonbrot,Temp_Warm,0.040331483349066,0.03786023394996496,17483.37785157523,17503.633467421118,0.26349834967492547,4.769213178153041e-10
Temp_Mild,Cloud_Clear,0.04032327994089924,0.03785200941714195,17483.387844341476,17503.643460187363,0.00017753001743275206,0.021428791516155708
Temp_Warm,Weather_Light_Issues,0.040320884982409044,0.037849608291376624,17483.390761681163,17503.64637752705,3.5874363400615894e-10,0.9524290984603007
Temp_Very_Cold,Temp_Warm,0.04031970696961129,0.03784842724506954,17483.392196635927,17503.647812481813,0.02317220519131806,1.4130505903331014e-09
Temp_Warm,Cloud_Cloudy,0.03948330191310778,0.037835760406955354,17482.410589621035,17497.602301505452,5.391541454827661e-09,0.03228477342012665
Konditorei,KielerWoche,0.0403061038070649,0.03783478905292004,17483.408766721222,17503.66438256711,1.462938534592761e-10,0.0061636580688896984
Temp_Warm,Weather_Unknown,0.040305588589008345,0.03783427250812166,17483.409394306484,17503.66501015237,4.516866697400748e-09,0.02173037894408226
Saisonbrot,Temp_Warm,0.04030430429440579,0.0378329849063227,17483.41095869966,17503.666574545547,0.3183330494898164,1.3851623388211222e-08
Temp_Warm,Weather_Good,0.04028804832785393,0.037816687078912836,17483.430759834584,17503.68637568047,4.65063598781286e-09,0.693838692466195
Temp_Very_Cold,Weather_Unknown,0.04026956939687332,0.03779816056270224,17483.453268319878,17503.708884165764,0.014697241297238402,0.0007307901035628797
Konditorei,Weather_Severe,0.04024978739549501,0.03777832762054778,17483.477363545524,17503.73297939141,1.2251597278960948e-10,0.3503947693146331
Temp_Warm,Cloud_Cloudy,0.04023862640961107,0.037767137893927716,17483.490957829188,17503.746573675075,8.223066729039396e-09,0.03388755986130171
Konditorei,Saisonbrot,0.040238306778513144,0.037766817439745415,17483.491347143347,17503.746962989233,1.5861326416557209e-09,0.11113794286833145
Konditorei,Temp_Very_Cold,0.04022078760319747,0.03774925315067357,17483.51268549137,17503.768301337255,1.9340807279755372e-10,0.006503605512277272
Konditorei,Weather_Good,0.04021491310654546,0.03774336352656238,17483.519840538574,17503.77545638446,1.4613086452370728e-10,0.35591859031549233
Temp_Warm,Weather_Severe,0.04020554468009263,0.037733970975406206,17483.531251048305,17503.786866894192,4.9699247628663345e-09,0.8148179258012349
Temp_Warm,Weather_Moderate,0.040194749079112135,0.03772314757459483,17483.544399682894,17503.80001552878,1.1354598004878537e-10,0.02347837643764501
Temp_Warm,Cloud_Clear,0.040186217179960404,0.03771459370488739,17483.554791109455,17503.81040695534,6.242225675308049e-09,0.8593347490660658
Konditorei,Cloud_Partly_Cloudy,0.04018050990642541,0.03770887173451065,17483.56174223169,17503.817358077577,1.0010933114529715e-09,0.03282430079219457
Temp_Warm,Weather_Moderate,0.04016546311911173,0.03769378620010522,17483.580068132214,17503.8356839781,1.6192953508017177e-10,0.022897532822394342
Temp_Warm,Weather_Light_Issues,0.04015602201669821,0.03768432078583994,17483.5915665666,17503.847182412486,1.1710543002714872e-10,0.9680154482227923
Konditorei,Saisonbrot,0.04013353702732614,0.03766177789520775,17483.618950855413,17503.8745667013,5.393697218082244e-10,0.1435477076142108
Temp_Warm,Wind_Moderate,0.03930056720833708,0.03765271226358302,17482.632966340745,17497.824678225163,1.1658384028732725e-10,0.03675776478691049
Temp_Very_Cold,Temp_Warm,0.04011466290065402,0.03764285516563426,17483.641937008186,17503.897552854072,0.024831523114490026,1.8715926350089462e-10
Konditorei,Wind_Moderate,0.040100184327748756,0.037628339308850345,17483.659569660154,17503.91518550604,2.3062574047347183e-10,0.015537411408128574
Dienstag,Mittwoch,0.040093074017884756,0.037621210689175455,17483.668228815317,17503.923844661203,6.941944684996489e-07,4.0377338400521176e-07
Temp_Warm,Wind_Strong,0.04007135321822908,0.03759943395613008,17483.694680679382,17503.95029652527,3.219761962772745e-10,0.28590694573554143
Saisonbrot,Temp_Warm,0.04004340214205371,0.03757141090293459,17483.728718972186,17503.984334818073,0.2931957953629313,6.580620379300577e-10
Temp_Warm,Cloud_Partly_Cloudy,0.04002314120043393,0.037551097787216214,17483.753391744747,17504.009007590634,1.2674531313064103e-10,0.08269853067191972
Konditorei,Weather_Moderate,0.04001990472747141,0.03754785297998853,17483.757332913203,17504.01294875909,1.7708914124863449e-10,0.007477204635391864
Temp_Warm,Wind_Moderate,0.04000924541879525,0.03753716622244885,17483.770313039277,17504.025928885163,8.9668493801043e-11,0.03416491667115873
Temp_Very_Cold,Temp_Warm,0.039999901257662174,0.03752779799909822,17483.78169155636,17504.037307402246,0.02251204676793565,6.641838030116697e-10
Konditorei,Temp_Very_Cold,0.039978531135720696,0.03750637284679981,17483.807713839622,17504.06332968551,2.047980558404429e-10,0.00899863621047659
Konditorei,Temp_Very_Cold,0.03997840253036489,0.037506243910271464,17483.807870439923,17504.06348628581,2.0368146963288287e-10,0.006195758652782807
Konditorei,Cloud_Clear,0.03997676665235417,0.037504603819699334,17483.809862415696,17504.065478261582,4.310762284605506e-09,0.06250054892919465
Konditorei,Weather_Good,0.03997382355072998,0.03750165313927267,17483.813446162847,17504.069062008733,1.2698669898292152e-10,0.46357963378387124
Temp_Warm,Cloud_Partly_Cloudy,0.03997245239852931,0.03750027845620796,17483.81511577959,17504.070731625477,4.754796399294996e-10,0.08585336188510286
Temp_Very_Cold,Cloud_Cloudy,0.03996267394862818,0.03749047482574919,17483.827022677207,17504.082638523094,0.01007614295964671,0.0008931405774859492
Temp_Warm,KielerWoche,0.039132154275986264,0.03748401045827787,17482.837876905807,17498.029588790225,1.789658454012627e-10,0.041455364866464395
Konditorei,Cloud_Partly_Cloudy,0.03995118739076753,0.03747895868876949,17483.841009326938,17504.096625172824,2.0372653787976489e-10,0.024581231413952555
Temp_Warm,Cloud_Partly_Cloudy,0.039947703181175465,0.0374754655069639,17483.84525185458,17504.100867700465,1.4714003810803339e-10,0.07728541305238461
Konditorei,Wind_Strong,0.03994442144178667,0.03747217531674407,17483.849247831466,17504.104863677352,4.800080917587822e-10,0.13968353684552393
Mittwoch,Samstag,0.039943758456025935,0.03747151062372389,17483.850055107734,17504.10567095362,0.006794611366761333,4.893099776008262e-07
Temp_Very_Cold,Temp_Warm,0.0399428381050394,0.03747058790273483,17483.85117576061,17504.106791606497,0.026760484506041647,2.0938692850485565e-10
Temp_Warm,Cloud_Clear,0.03986059061847014,0.0373881286200628,17483.951318957716,17504.206934803602,4.3367391468925155e-09,0.17986448180686565
Temp_Warm,Cloud_Partly_Cloudy,0.03986059061847014,0.0373881286200628,17483.951318957716,17504.206934803602,4.3367391468923095e-09,0.4987933728232685
Temp_Warm,Cloud_Clear,0.039860590618469804,0.037388128620062466,17483.951318957716,17504.206934803602,4.336739146892341e-09,0.49879337282325575
Temp_Warm,Weather_Good,0.039832158338086066,0.03735962312350605,17483.985935642886,17504.241551488773,1.3865469993872575e-10,0.35693116599104646
Temp_Hot,Weather_Unknown,0.03978315010707323,0.03731048869103992,17484.045601419562,17504.30121726545,0.02057603589363045,0.003056897087291021
Temp_Mild,Wind_Moderate,0.03977844729767577,0.03730577377140376,17484.05132676246,17504.306942608346,0.00033090438755403387,0.031405671026080474
Temp_Warm,Cloud_Partly_Cloudy,0.03975036311219893,0.03727761726613599,17484.08551671855,17504.341132564437,9.005072302754519e-11,0.06366458367579089
Temp_Very_Cold,Temp_Mild,0.03971474031678224,0.03724190273819883,17484.128882811947,17504.384498657833,0.032853598861482106,0.0010505736486950807
Konditorei,Freitag,0.03970103541036907,0.03722816254018124,17484.145566314182,17504.40118216007,1.4404269922303578e-08,0.07661223425896968
Konditorei,Wind_Light,0.039682114131410984,0.03720919253689958,17484.168599513225,17504.42421535911,6.015538385259352e-10,0.17224216789049282
Temp_Warm,Wind_Moderate,0.03962861416901631,0.03715555480636146,17484.23372348406,17504.489339329946,9.806388989551169e-11,0.03498128111155656
Temp_Very_Cold,Samstag,0.03962310574056804,0.037150032193118854,17484.24042853013,17504.496044376017,0.008440200910824442,2.8841912579646096e-08
Temp_Warm,Wind_Moderate,0.039604415529331694,0.03713129385258318,17484.26317860301,17504.518794448897,1.372772222046647e-10,0.033978591690699306
Temp_Warm,Cloud_Clear,0.03959348698754672,0.03712033716863061,17484.27648082229,17504.532096668176,1.4165373820847196e-09,0.45456860394028653
Konditorei,Cloud_Partly_Cloudy,0.03959336133541125,0.03712021119292741,17484.27663376517,17504.532249611057,6.01774925316815e-10,0.04164835697219648
Konditorei,Weather_Light_Issues,0.03959043609584911,0.03711727842055945,17484.28019434014,17504.535810186026,5.648076052332056e-10,0.1856061417533256
Konditorei,Cloud_Partly_Cloudy,0.0395854013578858,0.03711223071760572,17484.286322551972,17504.54193839786,8.119600558945664e-10,0.032308134015775654
Konditorei,Cloud_Clear,0.03958358339697199,0.03711040807524746,17484.288535340384,17504.54415118627,1.1399351065815287e-09,0.050315181856315463
Temp_Warm,Cloud_Cloudy,0.039560800634174664,0.0370875666443915,17484.31626574291,17504.571881588796,5.5802632288024816e-09,0.03504670749301512
Konditorei,Wind_Moderate,0.03955895582339375,0.03708571708302488,17484.31851115494,17504.574127000826,2.0298614891523325e-10,0.020400147876758118
Temp_Warm,Cloud_Cloudy,0.03955181020432896,0.03707855306322427,17484.327208406754,17504.58282425264,5.511512160768194e-09,0.0369446053701068
Temp_Hot,Cloud_Cloudy,0.039534967502299456,0.03706166698942992,17484.34770815494,17504.603324000826,0.013497520085491094,0.003606051478553433
Konditorei,KielerWoche,0.0395345849988159,0.03706128350095883,17484.348173707007,17504.603789552893,1.4356382367547885e-10,0.008362061623090564
Temp_Warm,Cloud_Clear,0.039526456771361684,0.037053134342446725,17484.358066679248,17504.613682525134,6.663719972067509e-10,0.6007664395693326
Konditorei,Weather_Moderate,0.03951301268326024,0.037039655634375945,17484.37442947145,17504.630045317335,1.7333624766103258e-10,0.008485228134377238
Temp_Warm,Wind_Light,0.039503906398473565,0.037030525899928945,17484.385512595523,17504.64112844141,6.200608790579839e-11,0.10802348239312268
Temp_Warm,KielerWoche,0.03944460799621907,0.03697107479792616,17484.45768123106,17504.713297076945,1.5180445694741917e-10,0.03987975924711474
Konditorei,Donnerstag,0.039434243992714224,0.036960684106000175,17484.47029419939,17504.725910045276,5.0327708443622025e-09,0.05607375790301239
Temp_Warm,Cloud_Partly_Cloudy,0.03942523100889861,0.03695164791278427,17484.48126286924,17504.736878715128,2.8238454909410484e-10,0.06085696916237736
Temp_Warm,Weather_Severe,0.03939099811444402,0.036917326864953304,17484.52292286474,17504.778538710627,2.0875984937585817e-10,0.5753931689080589
Konditorei,Feiertag,0.03937206080495492,0.03689834078986043,17484.545968137627,17504.801583983513,9.22802789849414e-09,0.048831394880311574
Saisonbrot,Temp_Warm,0.0393461354785033,0.03687234870291145,17484.57751656177,17504.833132407657,0.27838520436783837,5.758808228952673e-10
Temp_Warm,Wind_Moderate,0.03930414886889222,0.03683025397327566,17484.628608090028,17504.884223935915,2.377580732581015e-10,0.036746701406445155
Temp_Warm,Wind_Light,0.039303712576153615,0.03682981655703643,17484.629138982393,17504.88475482828,1.3107507479394244e-10,0.06653222669512508
Temp_Warm,Wind_Light,0.039303712576153615,0.03682981655703643,17484.629138982393,17504.88475482828,1.3107507479392388e-10,0.950764739647346
Temp_Warm,Wind_Moderate,0.039303712576153504,0.03682981655703632,17484.629138982393,17504.88475482828,1.3107507479393383e-10,0.06653222669512515
Konditorei,Donnerstag,0.03928048189791711,0.03680652605731094,17484.65740632857,17504.913022174456,1.340700911652188e-08,0.10516110328897578
Temp_Warm,Wind_Light,0.039260223612294975,0.03678621560442963,17484.68205627662,17504.937672122505,2.254825558782469e-10,0.14857194847795127
Temp_Warm,Heimspiel,0.03924288723787994,0.03676883458699043,17484.703150478545,17504.95876632443,2.698080972695602e-10,0.15063201416603098
Konditorei,Saisonbrot,0.03920848829659207,0.03673434706473788,17484.745004597517,17505.000620443403,6.272834829500928e-10,0.15647887758017284
Wind_Moderate,Weather_Unknown,0.039203636117221885,0.036729482390485124,17484.75090825434,17505.006524100227,0.030877555474959576,0.00048048190766674916
Temp_Warm,Cloud_Partly_Cloudy,0.03837636672053468,0.03672692652623033,17483.75701304502,17498.948724929436,1.4954636031447267e-10,0.07182036803933448
Konditorei,Montag,0.03919975718859692,0.03672559347320281,17484.75562773349,17505.011243579378,6.067178041638924e-10,0.029083824389920975
Konditorei,Wind_Moderate,0.03836837466622822,0.03671892076342598,17483.766728564,17498.958440448416,2.0788660298874688e-10,0.018281309106610084
Weather_Unknown,KielerWoche,0.03916283435773704,0.03668857556209182,17484.80055066129,17505.056166507176,0.0004069765121666685,0.031780362097448424
Konditorei,Wind_Moderate,0.03915257953267759,0.036678294329757444,17484.81302710054,17505.068642946426,1.8168376181538507e-10,0.015830055350160754
Dienstag,Samstag,0.039149274089836594,0.03667498037504646,17484.817048609002,17505.07266445489,0.011651088943325059,4.7031809400685796e-07
Cloud_Cloudy,Weather_Unknown,0.03913976360029048,0.03666544539496941,17484.82861930043,17505.084235146318,0.03230297160571576,0.017719771174454696
Konditorei,Wind_Strong,0.03913543853847834,0.036661109195659014,17484.833881237275,17505.08949708316,3.5910928900003024e-09,0.11754895818144394
Temp_Warm,Weather_Light_Issues,0.03913226540049519,0.036657927886505126,17484.837741710777,17505.093357556663,3.8557002219339335e-10,0.9907408058686238
Konditorei,Cloud_Clear,0.03908569899232395,0.036611241564836416,17484.89439343314,17505.150009279027,9.485875423788845e-10,0.04614369227968196
Cloud_Cloudy,Weather_Moderate,0.03906763270734237,0.03659312875723253,17484.91637176002,17505.171987605907,0.0003301817541415971,0.018626677415637845
Temp_Hot,Mittwoch,0.03903550098508901,0.03656091429234676,17484.955460208494,17505.21107605438,0.0028311614475493565,0.0050349650313086455
Konditorei,Cloud_Clear,0.039029923331129424,0.03655532227532976,17484.962245327573,17505.21786117346,6.880220991090061e-10,0.0626250118966312
Temp_Warm,Cloud_Partly_Cloudy,0.039000683582417484,0.036526007231127644,17484.997814329214,17505.2534301751,1.1745081442920506e-10,0.07083107181593296
Temp_Warm,VPI,0.03899819287294293,0.036523510107808965,17485.00084412908,17505.256459974968,1.6501301876212697e-10,0.18346982658403616
Temp_Mild,KielerWoche,0.03898510348129125,0.03651038700956932,17485.016766466084,17505.27238231197,0.00045673479941332545,0.05543589650877783
Konditorei,Montag,0.03814427715586588,0.036494438866253365,17484.039119220528,17499.230831104946,5.775363805403651e-10,0.021357107404468775
Konditorei,Cloud_Partly_Cloudy,0.03893651577397517,0.036461674183693615,17485.07586814522,17505.331483991107,2.755608162790682e-10,0.03503154224665776
Konditorei,Cloud_Partly_Cloudy,0.03886924075333398,0.036394225922655954,17485.157695982783,17505.41331182867,2.5932383221329026e-10,0.03733066194292342
Temp_Warm,Wind_Light,0.03886355306840872,0.03638852359133171,17485.164613755358,17505.420229601245,3.779664484172983e-11,0.1241390551839762
Konditorei,Saisonbrot,0.038855698719917564,0.036380649017050404,17485.174166713106,17505.429782558993,9.2521680051558e-09,0.1462721425300063
Konditorei,Weather_Severe,0.03881426761990858,0.03633911122751354,17485.224556557798,17505.480172403684,5.180465347663922e-10,0.36769865115259626
Konditorei,Freitag,0.03880607644165124,0.036330898956093316,17485.234518676727,17505.490134522614,2.4240857561733283e-09,0.07385294669241908
Konditorei,Wind_Moderate,0.03879875858111914,0.03632356225128519,17485.243418593996,17505.499034439883,1.8996394518883386e-10,0.01714845513336287
Dienstag,Mittwoch,0.03877851970790136,0.03630327126079724,17485.268032579803,17505.52364842569,7.74222324062967e-07,4.503615189432256e-07
Konditorei,Heimspiel,0.03876565697532941,0.03629037540530888,17485.28367562782,17505.539291473706,4.923356098848213e-09,0.15713168303836514
